ID	;	x	;	y	;	score
0	;	172.0000	;	66.0000	;	0.873
1	;	180.0000	;	80.0000	;	0.734
2	;	184.0000	;	80.0000	;	0.603
3	;	164.0000	;	82.0000	;	0.144
4	;	162.0000	;	70.0000	;	0.191
5	;	178.0000	;	80.0000	;	0.766
6	;	158.0000	;	80.0000	;	0.656
7	;	160.0000	;	66.0000	;	0.626
8	;	176.0000	;	122.0000	;	0.543
9	;	168.0000	;	152.0000	;	0.774
10	;	168.0000	;	172.0000	;	0.281
11	;	170.0000	;	122.0000	;	0.703
12	;	160.0000	;	152.0000	;	0.788
13	;	164.0000	;	172.0000	;	0.297
15	;	176.0000	;	64.0000	;	0.757
17	;	182.0000	;	66.0000	;	0.811
