ID	;	x	;	y	;	score
0	;	170.0000	;	26.0000	;	0.892
1	;	178.0000	;	42.0000	;	0.750
2	;	174.0000	;	42.0000	;	0.690
3	;	158.0000	;	50.0000	;	0.342
4	;	154.0000	;	34.0000	;	0.384
5	;	180.0000	;	44.0000	;	0.846
6	;	164.0000	;	50.0000	;	0.486
7	;	154.0000	;	36.0000	;	0.545
8	;	166.0000	;	82.0000	;	0.677
9	;	160.0000	;	114.0000	;	0.581
10	;	160.0000	;	144.0000	;	0.635
11	;	172.0000	;	84.0000	;	0.847
12	;	158.0000	;	114.0000	;	0.723
13	;	158.0000	;	144.0000	;	0.737
14	;	170.0000	;	24.0000	;	0.221
15	;	172.0000	;	24.0000	;	0.834
17	;	180.0000	;	28.0000	;	0.960
