ID	;	x	;	y	;	score
0	;	132.0000	;	26.0000	;	0.943
1	;	138.0000	;	48.0000	;	0.659
2	;	140.0000	;	48.0000	;	0.587
3	;	104.0000	;	56.0000	;	0.222
4	;	104.0000	;	34.0000	;	0.150
5	;	136.0000	;	46.0000	;	0.748
6	;	104.0000	;	50.0000	;	0.744
7	;	102.0000	;	30.0000	;	0.655
8	;	118.0000	;	98.0000	;	0.526
9	;	100.0000	;	150.0000	;	0.648
10	;	102.0000	;	198.0000	;	0.631
11	;	114.0000	;	100.0000	;	0.770
12	;	112.0000	;	150.0000	;	0.795
13	;	122.0000	;	200.0000	;	0.873
15	;	136.0000	;	24.0000	;	0.905
17	;	144.0000	;	32.0000	;	0.764
