ID	;	x	;	y	;	score
0	;	88.0000	;	24.0000	;	0.508
1	;	94.0000	;	40.0000	;	0.689
2	;	98.0000	;	40.0000	;	0.663
3	;	72.0000	;	42.0000	;	0.119
4	;	70.0000	;	26.0000	;	0.218
5	;	90.0000	;	40.0000	;	0.755
6	;	62.0000	;	42.0000	;	0.806
7	;	64.0000	;	24.0000	;	0.660
8	;	86.0000	;	88.0000	;	0.545
9	;	76.0000	;	128.0000	;	0.673
10	;	72.0000	;	164.0000	;	0.553
11	;	84.0000	;	88.0000	;	0.767
12	;	72.0000	;	128.0000	;	0.783
13	;	72.0000	;	166.0000	;	0.643
14	;	90.0000	;	22.0000	;	0.220
15	;	92.0000	;	24.0000	;	0.554
17	;	96.0000	;	26.0000	;	0.787
