ID	;	x	;	y	;	score
0	;	122.0000	;	36.0000	;	0.941
1	;	134.0000	;	52.0000	;	0.685
2	;	132.0000	;	52.0000	;	0.564
3	;	102.0000	;	58.0000	;	0.358
4	;	100.0000	;	40.0000	;	0.195
5	;	136.0000	;	52.0000	;	0.868
6	;	102.0000	;	54.0000	;	0.689
7	;	102.0000	;	30.0000	;	0.695
8	;	130.0000	;	108.0000	;	0.699
9	;	120.0000	;	156.0000	;	0.607
10	;	120.0000	;	204.0000	;	0.450
11	;	138.0000	;	110.0000	;	0.729
12	;	122.0000	;	158.0000	;	0.874
13	;	122.0000	;	208.0000	;	0.828
15	;	126.0000	;	32.0000	;	0.914
17	;	136.0000	;	36.0000	;	0.900
