ID	;	x	;	y	;	score
0	;	102.0000	;	28.0000	;	0.548
1	;	116.0000	;	40.0000	;	0.717
2	;	116.0000	;	36.0000	;	0.599
3	;	100.0000	;	40.0000	;	0.335
4	;	90.0000	;	30.0000	;	0.724
5	;	114.0000	;	44.0000	;	0.753
6	;	90.0000	;	50.0000	;	0.568
7	;	88.0000	;	32.0000	;	0.387
8	;	114.0000	;	80.0000	;	0.555
9	;	104.0000	;	110.0000	;	0.585
10	;	100.0000	;	136.0000	;	0.431
11	;	118.0000	;	82.0000	;	0.712
12	;	104.0000	;	112.0000	;	0.721
13	;	102.0000	;	138.0000	;	0.435
15	;	104.0000	;	24.0000	;	0.509
17	;	112.0000	;	26.0000	;	0.720
