ID	;	x	;	y	;	score
0	;	156.0000	;	16.0000	;	0.801
1	;	146.0000	;	24.0000	;	0.769
2	;	140.0000	;	20.0000	;	0.707
3	;	120.0000	;	16.0000	;	0.355
4	;	122.0000	;	8.0000	;	0.118
5	;	152.0000	;	28.0000	;	0.784
6	;	128.0000	;	16.0000	;	0.529
7	;	124.0000	;	8.0000	;	0.196
8	;	120.0000	;	68.0000	;	0.710
9	;	118.0000	;	112.0000	;	0.630
10	;	122.0000	;	152.0000	;	0.681
11	;	134.0000	;	74.0000	;	0.710
12	;	128.0000	;	114.0000	;	0.720
13	;	130.0000	;	160.0000	;	0.714
14	;	156.0000	;	10.0000	;	0.876
15	;	160.0000	;	16.0000	;	0.806
16	;	152.0000	;	10.0000	;	0.332
17	;	162.0000	;	22.0000	;	0.738
