ID	;	x	;	y	;	score
0	;	94.0000	;	26.0000	;	0.200
1	;	92.0000	;	38.0000	;	0.750
2	;	96.0000	;	38.0000	;	0.639
3	;	70.0000	;	40.0000	;	0.204
4	;	68.0000	;	26.0000	;	0.317
5	;	90.0000	;	38.0000	;	0.784
6	;	64.0000	;	42.0000	;	0.787
7	;	64.0000	;	24.0000	;	0.610
8	;	86.0000	;	86.0000	;	0.583
9	;	76.0000	;	124.0000	;	0.647
10	;	72.0000	;	162.0000	;	0.469
11	;	86.0000	;	86.0000	;	0.772
12	;	74.0000	;	124.0000	;	0.857
13	;	72.0000	;	164.0000	;	0.636
14	;	94.0000	;	24.0000	;	0.161
15	;	94.0000	;	24.0000	;	0.194
16	;	96.0000	;	24.0000	;	0.327
17	;	92.0000	;	24.0000	;	0.472
