ID	;	x	;	y	;	score
0	;	168.0000	;	66.0000	;	0.846
1	;	178.0000	;	80.0000	;	0.701
2	;	176.0000	;	80.0000	;	0.532
3	;	158.0000	;	88.0000	;	0.255
4	;	158.0000	;	76.0000	;	0.214
5	;	180.0000	;	80.0000	;	0.762
6	;	160.0000	;	86.0000	;	0.755
7	;	158.0000	;	72.0000	;	0.601
8	;	172.0000	;	122.0000	;	0.574
9	;	170.0000	;	154.0000	;	0.637
10	;	172.0000	;	172.0000	;	0.239
11	;	174.0000	;	124.0000	;	0.737
12	;	164.0000	;	154.0000	;	0.737
13	;	166.0000	;	172.0000	;	0.229
15	;	172.0000	;	64.0000	;	0.845
17	;	178.0000	;	66.0000	;	0.924
