ID	;	x	;	y	;	score
0	;	102.0000	;	54.0000	;	0.730
1	;	114.0000	;	64.0000	;	0.673
2	;	116.0000	;	64.0000	;	0.575
3	;	94.0000	;	66.0000	;	0.253
4	;	94.0000	;	58.0000	;	0.283
5	;	112.0000	;	64.0000	;	0.748
6	;	88.0000	;	66.0000	;	0.881
7	;	88.0000	;	52.0000	;	0.751
8	;	110.0000	;	104.0000	;	0.608
9	;	100.0000	;	134.0000	;	0.653
10	;	100.0000	;	164.0000	;	0.553
11	;	108.0000	;	104.0000	;	0.809
12	;	100.0000	;	134.0000	;	0.907
13	;	100.0000	;	168.0000	;	0.835
15	;	104.0000	;	50.0000	;	0.782
17	;	110.0000	;	52.0000	;	0.813
