ID	;	x	;	y	;	score
0	;	70.0000	;	34.0000	;	0.866
1	;	86.0000	;	60.0000	;	0.845
2	;	94.0000	;	64.0000	;	0.562
3	;	118.0000	;	82.0000	;	0.567
4	;	112.0000	;	106.0000	;	0.367
5	;	80.0000	;	58.0000	;	0.693
6	;	32.0000	;	56.0000	;	0.634
7	;	34.0000	;	32.0000	;	0.174
8	;	72.0000	;	128.0000	;	0.461
9	;	58.0000	;	178.0000	;	0.466
10	;	52.0000	;	224.0000	;	0.343
11	;	58.0000	;	126.0000	;	0.542
12	;	42.0000	;	180.0000	;	0.580
13	;	40.0000	;	230.0000	;	0.289
14	;	70.0000	;	28.0000	;	0.575
15	;	76.0000	;	32.0000	;	0.799
16	;	106.0000	;	56.0000	;	0.239
17	;	90.0000	;	38.0000	;	0.869
