ID	;	x	;	y	;	score
0	;	126.0000	;	28.0000	;	0.909
1	;	128.0000	;	48.0000	;	0.708
2	;	132.0000	;	48.0000	;	0.549
3	;	112.0000	;	58.0000	;	0.126
4	;	106.0000	;	38.0000	;	0.150
5	;	126.0000	;	50.0000	;	0.741
6	;	104.0000	;	52.0000	;	0.847
7	;	102.0000	;	34.0000	;	0.771
8	;	122.0000	;	96.0000	;	0.573
9	;	104.0000	;	126.0000	;	0.720
10	;	104.0000	;	158.0000	;	0.505
11	;	122.0000	;	96.0000	;	0.718
12	;	112.0000	;	130.0000	;	0.591
13	;	112.0000	;	162.0000	;	0.611
14	;	124.0000	;	24.0000	;	0.851
15	;	130.0000	;	26.0000	;	0.960
17	;	138.0000	;	32.0000	;	0.825
