ID	;	x	;	y	;	score
0	;	102.0000	;	26.0000	;	0.441
1	;	114.0000	;	40.0000	;	0.731
2	;	116.0000	;	36.0000	;	0.599
3	;	98.0000	;	38.0000	;	0.314
4	;	90.0000	;	28.0000	;	0.764
5	;	114.0000	;	46.0000	;	0.735
6	;	88.0000	;	50.0000	;	0.717
7	;	86.0000	;	32.0000	;	0.492
8	;	114.0000	;	82.0000	;	0.516
9	;	104.0000	;	114.0000	;	0.444
10	;	102.0000	;	142.0000	;	0.159
11	;	114.0000	;	84.0000	;	0.780
12	;	102.0000	;	114.0000	;	0.513
13	;	98.0000	;	154.0000	;	0.307
15	;	104.0000	;	24.0000	;	0.440
17	;	110.0000	;	24.0000	;	0.575
