ID	;	x	;	y	;	score
0	;	170.0000	;	36.0000	;	0.974
1	;	166.0000	;	50.0000	;	0.758
2	;	162.0000	;	50.0000	;	0.846
3	;	188.0000	;	44.0000	;	0.836
4	;	192.0000	;	20.0000	;	0.605
5	;	168.0000	;	50.0000	;	0.708
6	;	186.0000	;	42.0000	;	0.187
7	;	190.0000	;	24.0000	;	0.129
8	;	164.0000	;	92.0000	;	0.802
9	;	178.0000	;	124.0000	;	0.827
10	;	180.0000	;	160.0000	;	0.786
11	;	170.0000	;	90.0000	;	0.607
12	;	176.0000	;	124.0000	;	0.590
13	;	180.0000	;	158.0000	;	0.559
14	;	166.0000	;	34.0000	;	0.922
15	;	170.0000	;	34.0000	;	0.928
16	;	160.0000	;	38.0000	;	0.804
