ID	;	x	;	y	;	score
0	;	174.0000	;	14.0000	;	0.862
1	;	168.0000	;	34.0000	;	0.658
2	;	170.0000	;	34.0000	;	0.694
3	;	200.0000	;	32.0000	;	0.678
4	;	202.0000	;	10.0000	;	0.559
5	;	164.0000	;	34.0000	;	0.609
6	;	170.0000	;	64.0000	;	0.098
8	;	174.0000	;	88.0000	;	0.609
9	;	186.0000	;	130.0000	;	0.701
10	;	188.0000	;	170.0000	;	0.540
11	;	168.0000	;	88.0000	;	0.539
12	;	184.0000	;	130.0000	;	0.552
13	;	188.0000	;	170.0000	;	0.383
14	;	168.0000	;	12.0000	;	0.905
15	;	174.0000	;	10.0000	;	0.777
16	;	162.0000	;	16.0000	;	0.870
