ID	;	x	;	y	;	score
0	;	170.0000	;	44.0000	;	0.916
1	;	188.0000	;	66.0000	;	0.803
2	;	190.0000	;	64.0000	;	0.526
3	;	158.0000	;	76.0000	;	0.186
4	;	158.0000	;	52.0000	;	0.218
5	;	184.0000	;	70.0000	;	0.772
6	;	152.0000	;	74.0000	;	0.825
7	;	156.0000	;	50.0000	;	0.737
8	;	174.0000	;	126.0000	;	0.446
9	;	168.0000	;	170.0000	;	0.455
10	;	164.0000	;	206.0000	;	0.216
11	;	172.0000	;	126.0000	;	0.655
12	;	166.0000	;	172.0000	;	0.754
13	;	168.0000	;	214.0000	;	0.744
15	;	174.0000	;	40.0000	;	0.826
17	;	184.0000	;	46.0000	;	0.850
