ID	;	x	;	y	;	score
0	;	194.0000	;	36.0000	;	0.835
1	;	184.0000	;	46.0000	;	0.742
2	;	186.0000	;	46.0000	;	0.848
3	;	204.0000	;	48.0000	;	0.767
4	;	208.0000	;	36.0000	;	0.591
5	;	182.0000	;	46.0000	;	0.572
6	;	200.0000	;	46.0000	;	0.165
7	;	206.0000	;	40.0000	;	0.193
8	;	184.0000	;	82.0000	;	0.707
9	;	192.0000	;	112.0000	;	0.777
10	;	194.0000	;	144.0000	;	0.796
11	;	182.0000	;	82.0000	;	0.606
12	;	192.0000	;	110.0000	;	0.779
13	;	196.0000	;	142.0000	;	0.709
14	;	192.0000	;	34.0000	;	0.751
16	;	186.0000	;	34.0000	;	0.863
