ID	;	x	;	y	;	score
0	;	122.0000	;	34.0000	;	0.930
1	;	132.0000	;	48.0000	;	0.738
2	;	134.0000	;	48.0000	;	0.533
3	;	128.0000	;	72.0000	;	0.326
4	;	114.0000	;	72.0000	;	0.394
5	;	128.0000	;	48.0000	;	0.689
6	;	104.0000	;	46.0000	;	0.911
7	;	104.0000	;	28.0000	;	0.837
8	;	144.0000	;	94.0000	;	0.651
9	;	120.0000	;	128.0000	;	0.679
10	;	114.0000	;	158.0000	;	0.539
11	;	138.0000	;	94.0000	;	0.823
12	;	122.0000	;	130.0000	;	0.745
13	;	114.0000	;	162.0000	;	0.713
14	;	122.0000	;	30.0000	;	0.871
15	;	128.0000	;	32.0000	;	0.708
17	;	136.0000	;	34.0000	;	0.892
