ID	;	x	;	y	;	score
0	;	174.0000	;	18.0000	;	0.825
1	;	182.0000	;	38.0000	;	0.714
2	;	186.0000	;	36.0000	;	0.716
3	;	162.0000	;	40.0000	;	0.102
4	;	160.0000	;	26.0000	;	0.158
5	;	180.0000	;	36.0000	;	0.875
6	;	154.0000	;	40.0000	;	0.826
7	;	156.0000	;	20.0000	;	0.789
8	;	180.0000	;	80.0000	;	0.641
9	;	168.0000	;	114.0000	;	0.549
10	;	168.0000	;	148.0000	;	0.457
11	;	174.0000	;	80.0000	;	0.638
12	;	162.0000	;	116.0000	;	0.828
13	;	166.0000	;	150.0000	;	0.717
15	;	176.0000	;	16.0000	;	0.775
17	;	184.0000	;	20.0000	;	0.884
