ID	;	x	;	y	;	score
0	;	136.0000	;	10.0000	;	0.645
1	;	148.0000	;	20.0000	;	0.623
2	;	146.0000	;	20.0000	;	0.461
3	;	126.0000	;	28.0000	;	0.163
4	;	122.0000	;	14.0000	;	0.129
5	;	152.0000	;	20.0000	;	0.778
6	;	124.0000	;	26.0000	;	0.842
7	;	122.0000	;	8.0000	;	0.707
8	;	142.0000	;	72.0000	;	0.516
9	;	136.0000	;	116.0000	;	0.525
10	;	144.0000	;	156.0000	;	0.386
11	;	148.0000	;	74.0000	;	0.715
12	;	128.0000	;	116.0000	;	0.771
13	;	130.0000	;	156.0000	;	0.697
15	;	140.0000	;	8.0000	;	0.633
17	;	150.0000	;	8.0000	;	0.783
