ID	;	x	;	y	;	score
0	;	138.0000	;	8.0000	;	0.765
1	;	148.0000	;	24.0000	;	0.711
2	;	152.0000	;	26.0000	;	0.713
3	;	142.0000	;	50.0000	;	0.493
4	;	126.0000	;	58.0000	;	0.598
5	;	146.0000	;	24.0000	;	0.739
6	;	118.0000	;	14.0000	;	0.752
7	;	120.0000	;	8.0000	;	0.167
8	;	148.0000	;	74.0000	;	0.637
9	;	130.0000	;	114.0000	;	0.527
10	;	126.0000	;	154.0000	;	0.336
11	;	144.0000	;	74.0000	;	0.744
12	;	128.0000	;	116.0000	;	0.852
13	;	128.0000	;	162.0000	;	0.699
14	;	138.0000	;	4.0000	;	0.447
15	;	142.0000	;	6.0000	;	0.807
17	;	152.0000	;	8.0000	;	0.819
