ID	;	x	;	y	;	score
0	;	84.0000	;	36.0000	;	0.970
1	;	98.0000	;	54.0000	;	0.700
2	;	92.0000	;	54.0000	;	0.578
3	;	66.0000	;	56.0000	;	0.208
4	;	66.0000	;	38.0000	;	0.221
5	;	102.0000	;	54.0000	;	0.805
6	;	66.0000	;	54.0000	;	0.773
7	;	64.0000	;	36.0000	;	0.833
8	;	88.0000	;	112.0000	;	0.684
9	;	84.0000	;	158.0000	;	0.625
10	;	76.0000	;	200.0000	;	0.506
11	;	102.0000	;	114.0000	;	0.741
12	;	82.0000	;	158.0000	;	0.781
13	;	76.0000	;	204.0000	;	0.798
15	;	88.0000	;	32.0000	;	0.813
17	;	98.0000	;	34.0000	;	0.993
