ID	;	x	;	y	;	score
0	;	174.0000	;	16.0000	;	0.753
1	;	166.0000	;	32.0000	;	0.658
2	;	168.0000	;	32.0000	;	0.650
3	;	200.0000	;	32.0000	;	0.700
4	;	202.0000	;	10.0000	;	0.531
5	;	164.0000	;	34.0000	;	0.555
6	;	174.0000	;	62.0000	;	0.140
8	;	166.0000	;	88.0000	;	0.641
9	;	182.0000	;	128.0000	;	0.714
10	;	186.0000	;	168.0000	;	0.665
11	;	166.0000	;	86.0000	;	0.563
12	;	182.0000	;	126.0000	;	0.522
13	;	188.0000	;	166.0000	;	0.396
14	;	168.0000	;	14.0000	;	0.857
15	;	174.0000	;	12.0000	;	0.755
16	;	160.0000	;	16.0000	;	0.775
