ID	;	x	;	y	;	score
0	;	92.0000	;	24.0000	;	0.263
1	;	94.0000	;	40.0000	;	0.616
2	;	100.0000	;	40.0000	;	0.619
3	;	74.0000	;	44.0000	;	0.141
4	;	70.0000	;	32.0000	;	0.160
5	;	90.0000	;	38.0000	;	0.835
6	;	62.0000	;	42.0000	;	0.770
7	;	64.0000	;	26.0000	;	0.629
8	;	88.0000	;	88.0000	;	0.607
9	;	76.0000	;	126.0000	;	0.676
10	;	74.0000	;	162.0000	;	0.530
11	;	84.0000	;	88.0000	;	0.784
12	;	74.0000	;	126.0000	;	0.886
13	;	74.0000	;	164.0000	;	0.707
15	;	96.0000	;	24.0000	;	0.276
17	;	98.0000	;	26.0000	;	0.819
