ID	;	x	;	y	;	score
0	;	61650.0000	;	5315.6250	;	0.818
1	;	59850.0000	;	8100.0000	;	0.805
2	;	59400.0000	;	7593.7500	;	0.716
3	;	67050.0000	;	7087.5000	;	0.721
4	;	68400.0000	;	4303.1250	;	0.642
5	;	57600.0000	;	8353.1250	;	0.425
6	;	67500.0000	;	7087.5000	;	0.131
8	;	60750.0000	;	14681.2500	;	0.701
9	;	63000.0000	;	21262.5000	;	0.774
10	;	63900.0000	;	27337.5000	;	0.757
11	;	61200.0000	;	14681.2500	;	0.448
12	;	63900.0000	;	20756.2500	;	0.731
13	;	64800.0000	;	26578.1250	;	0.554
14	;	60750.0000	;	5062.5000	;	0.817
16	;	58950.0000	;	5568.7500	;	0.744
