ID	;	x	;	y	;	score
0	;	140.0000	;	8.0000	;	0.839
1	;	144.0000	;	22.0000	;	0.679
2	;	140.0000	;	20.0000	;	0.636
3	;	118.0000	;	12.0000	;	0.215
5	;	146.0000	;	22.0000	;	0.807
6	;	120.0000	;	10.0000	;	0.597
7	;	120.0000	;	6.0000	;	0.349
8	;	138.0000	;	72.0000	;	0.589
9	;	120.0000	;	114.0000	;	0.596
10	;	124.0000	;	156.0000	;	0.400
11	;	142.0000	;	74.0000	;	0.693
12	;	126.0000	;	118.0000	;	0.775
13	;	128.0000	;	162.0000	;	0.644
14	;	140.0000	;	6.0000	;	0.724
15	;	144.0000	;	8.0000	;	0.735
17	;	152.0000	;	10.0000	;	0.919
