ID	;	x	;	y	;	score
0	;	166.0000	;	30.0000	;	0.767
1	;	176.0000	;	44.0000	;	0.711
2	;	174.0000	;	42.0000	;	0.666
3	;	154.0000	;	48.0000	;	0.293
4	;	154.0000	;	36.0000	;	0.257
5	;	180.0000	;	44.0000	;	0.843
6	;	160.0000	;	48.0000	;	0.482
7	;	158.0000	;	34.0000	;	0.516
8	;	166.0000	;	82.0000	;	0.638
9	;	160.0000	;	114.0000	;	0.597
10	;	162.0000	;	144.0000	;	0.641
11	;	170.0000	;	84.0000	;	0.824
12	;	156.0000	;	112.0000	;	0.745
13	;	158.0000	;	144.0000	;	0.756
15	;	166.0000	;	28.0000	;	0.810
17	;	176.0000	;	28.0000	;	0.859
