ID	;	x	;	y	;	score
0	;	102.0000	;	22.0000	;	0.518
1	;	114.0000	;	38.0000	;	0.804
2	;	112.0000	;	34.0000	;	0.607
3	;	90.0000	;	32.0000	;	0.643
4	;	88.0000	;	22.0000	;	0.710
5	;	116.0000	;	42.0000	;	0.777
6	;	92.0000	;	50.0000	;	0.540
7	;	86.0000	;	34.0000	;	0.332
8	;	110.0000	;	78.0000	;	0.534
9	;	102.0000	;	110.0000	;	0.398
10	;	100.0000	;	134.0000	;	0.290
11	;	114.0000	;	82.0000	;	0.705
12	;	102.0000	;	112.0000	;	0.540
13	;	100.0000	;	142.0000	;	0.280
15	;	106.0000	;	20.0000	;	0.642
17	;	112.0000	;	22.0000	;	0.686
