ID	;	x	;	y	;	score
0	;	110.0000	;	24.0000	;	0.528
1	;	124.0000	;	38.0000	;	0.744
2	;	126.0000	;	36.0000	;	0.566
3	;	100.0000	;	44.0000	;	0.188
4	;	96.0000	;	30.0000	;	0.119
5	;	122.0000	;	38.0000	;	0.847
6	;	96.0000	;	42.0000	;	0.819
7	;	92.0000	;	20.0000	;	0.759
8	;	116.0000	;	88.0000	;	0.512
9	;	108.0000	;	128.0000	;	0.543
10	;	104.0000	;	166.0000	;	0.379
11	;	116.0000	;	90.0000	;	0.721
12	;	106.0000	;	130.0000	;	0.702
13	;	106.0000	;	168.0000	;	0.607
15	;	112.0000	;	22.0000	;	0.651
17	;	118.0000	;	22.0000	;	0.755
