ID	;	x	;	y	;	score
0	;	122.0000	;	10.0000	;	0.316
1	;	114.0000	;	26.0000	;	0.678
2	;	106.0000	;	24.0000	;	0.480
3	;	84.0000	;	24.0000	;	0.140
5	;	120.0000	;	26.0000	;	0.786
6	;	88.0000	;	26.0000	;	0.655
7	;	84.0000	;	8.0000	;	0.313
8	;	102.0000	;	82.0000	;	0.573
9	;	88.0000	;	128.0000	;	0.477
10	;	80.0000	;	170.0000	;	0.282
11	;	114.0000	;	84.0000	;	0.706
12	;	94.0000	;	130.0000	;	0.614
13	;	92.0000	;	170.0000	;	0.361
14	;	122.0000	;	6.0000	;	0.271
15	;	126.0000	;	8.0000	;	0.259
17	;	124.0000	;	10.0000	;	0.272
