ID	;	x	;	y	;	score
0	;	192.0000	;	34.0000	;	0.784
1	;	186.0000	;	46.0000	;	0.798
2	;	184.0000	;	46.0000	;	0.806
3	;	204.0000	;	46.0000	;	0.905
4	;	208.0000	;	30.0000	;	0.583
5	;	188.0000	;	46.0000	;	0.666
6	;	202.0000	;	42.0000	;	0.178
7	;	204.0000	;	34.0000	;	0.196
8	;	182.0000	;	82.0000	;	0.740
9	;	190.0000	;	112.0000	;	0.788
10	;	194.0000	;	144.0000	;	0.869
11	;	188.0000	;	82.0000	;	0.725
12	;	194.0000	;	112.0000	;	0.777
13	;	196.0000	;	140.0000	;	0.675
14	;	188.0000	;	32.0000	;	0.777
15	;	190.0000	;	32.0000	;	0.337
16	;	184.0000	;	36.0000	;	0.765
