ID	;	x	;	y	;	score
0	;	174.0000	;	16.0000	;	0.784
1	;	166.0000	;	32.0000	;	0.597
2	;	168.0000	;	32.0000	;	0.646
3	;	200.0000	;	32.0000	;	0.745
4	;	204.0000	;	10.0000	;	0.532
5	;	164.0000	;	34.0000	;	0.509
6	;	180.0000	;	60.0000	;	0.107
8	;	170.0000	;	90.0000	;	0.679
9	;	186.0000	;	132.0000	;	0.741
10	;	186.0000	;	170.0000	;	0.493
11	;	166.0000	;	88.0000	;	0.563
12	;	182.0000	;	130.0000	;	0.543
13	;	186.0000	;	170.0000	;	0.325
14	;	170.0000	;	14.0000	;	0.863
15	;	174.0000	;	14.0000	;	0.705
16	;	162.0000	;	18.0000	;	0.867
