ID	;	x	;	y	;	score
0	;	170.0000	;	26.0000	;	0.928
1	;	178.0000	;	42.0000	;	0.725
2	;	176.0000	;	42.0000	;	0.571
3	;	158.0000	;	48.0000	;	0.289
4	;	154.0000	;	32.0000	;	0.392
5	;	180.0000	;	44.0000	;	0.831
6	;	158.0000	;	50.0000	;	0.513
7	;	154.0000	;	32.0000	;	0.515
8	;	168.0000	;	82.0000	;	0.586
9	;	162.0000	;	114.0000	;	0.647
10	;	162.0000	;	144.0000	;	0.669
11	;	172.0000	;	82.0000	;	0.822
12	;	158.0000	;	114.0000	;	0.702
13	;	158.0000	;	144.0000	;	0.752
15	;	172.0000	;	24.0000	;	0.892
17	;	180.0000	;	26.0000	;	0.971
