ID	;	x	;	y	;	score
0	;	174.0000	;	16.0000	;	0.801
1	;	184.0000	;	38.0000	;	0.717
2	;	186.0000	;	36.0000	;	0.734
3	;	164.0000	;	42.0000	;	0.099
4	;	160.0000	;	26.0000	;	0.173
5	;	180.0000	;	36.0000	;	0.863
6	;	154.0000	;	40.0000	;	0.823
7	;	156.0000	;	20.0000	;	0.800
8	;	180.0000	;	80.0000	;	0.646
9	;	168.0000	;	114.0000	;	0.539
10	;	168.0000	;	148.0000	;	0.428
11	;	174.0000	;	80.0000	;	0.651
12	;	162.0000	;	116.0000	;	0.855
13	;	166.0000	;	152.0000	;	0.743
15	;	176.0000	;	14.0000	;	0.835
17	;	184.0000	;	20.0000	;	0.941
