ID	;	x	;	y	;	score
0	;	166.0000	;	30.0000	;	0.740
1	;	176.0000	;	44.0000	;	0.745
2	;	172.0000	;	44.0000	;	0.779
3	;	154.0000	;	48.0000	;	0.387
4	;	152.0000	;	34.0000	;	0.505
5	;	180.0000	;	44.0000	;	0.871
6	;	164.0000	;	50.0000	;	0.601
7	;	158.0000	;	36.0000	;	0.523
8	;	164.0000	;	82.0000	;	0.746
9	;	158.0000	;	114.0000	;	0.613
10	;	160.0000	;	144.0000	;	0.630
11	;	170.0000	;	84.0000	;	0.859
12	;	158.0000	;	114.0000	;	0.737
13	;	158.0000	;	144.0000	;	0.722
15	;	168.0000	;	28.0000	;	0.846
17	;	176.0000	;	28.0000	;	0.882
