ID	;	x	;	y	;	score
0	;	164.0000	;	20.0000	;	0.789
1	;	178.0000	;	38.0000	;	0.675
2	;	174.0000	;	38.0000	;	0.567
3	;	154.0000	;	48.0000	;	0.187
4	;	152.0000	;	32.0000	;	0.107
5	;	180.0000	;	40.0000	;	0.778
6	;	152.0000	;	46.0000	;	0.798
7	;	152.0000	;	24.0000	;	0.652
8	;	168.0000	;	86.0000	;	0.591
9	;	164.0000	;	126.0000	;	0.564
10	;	174.0000	;	164.0000	;	0.473
11	;	172.0000	;	86.0000	;	0.759
12	;	162.0000	;	126.0000	;	0.886
13	;	168.0000	;	166.0000	;	0.572
15	;	168.0000	;	18.0000	;	0.777
17	;	176.0000	;	20.0000	;	0.948
