ID	;	x	;	y	;	score
0	;	146.0000	;	6.0000	;	0.910
1	;	140.0000	;	24.0000	;	0.671
2	;	142.0000	;	26.0000	;	0.802
3	;	172.0000	;	32.0000	;	0.739
4	;	174.0000	;	12.0000	;	0.717
5	;	138.0000	;	22.0000	;	0.428
6	;	164.0000	;	20.0000	;	0.100
7	;	170.0000	;	12.0000	;	0.279
8	;	140.0000	;	90.0000	;	0.708
9	;	156.0000	;	140.0000	;	0.810
10	;	158.0000	;	172.0000	;	0.350
11	;	136.0000	;	88.0000	;	0.500
12	;	154.0000	;	138.0000	;	0.600
13	;	158.0000	;	170.0000	;	0.153
14	;	140.0000	;	6.0000	;	0.913
16	;	132.0000	;	8.0000	;	0.801
