ID	;	x	;	y	;	score
0	;	104.0000	;	24.0000	;	0.221
1	;	94.0000	;	36.0000	;	0.787
2	;	98.0000	;	38.0000	;	0.716
3	;	74.0000	;	40.0000	;	0.212
4	;	68.0000	;	30.0000	;	0.285
5	;	90.0000	;	36.0000	;	0.857
6	;	64.0000	;	40.0000	;	0.680
7	;	60.0000	;	26.0000	;	0.547
8	;	76.0000	;	78.0000	;	0.648
9	;	68.0000	;	120.0000	;	0.615
10	;	70.0000	;	156.0000	;	0.515
11	;	72.0000	;	78.0000	;	0.696
12	;	66.0000	;	120.0000	;	0.805
13	;	74.0000	;	160.0000	;	0.758
14	;	104.0000	;	22.0000	;	0.174
16	;	104.0000	;	26.0000	;	0.317
17	;	100.0000	;	24.0000	;	0.487
