ID	;	x	;	y	;	score
0	;	120.0000	;	36.0000	;	0.865
1	;	136.0000	;	48.0000	;	0.623
2	;	132.0000	;	48.0000	;	0.570
3	;	106.0000	;	54.0000	;	0.393
4	;	104.0000	;	38.0000	;	0.200
5	;	138.0000	;	46.0000	;	0.817
6	;	106.0000	;	52.0000	;	0.751
7	;	102.0000	;	32.0000	;	0.628
8	;	132.0000	;	104.0000	;	0.702
9	;	122.0000	;	150.0000	;	0.645
10	;	122.0000	;	200.0000	;	0.540
11	;	140.0000	;	106.0000	;	0.744
12	;	124.0000	;	152.0000	;	0.802
13	;	124.0000	;	204.0000	;	0.863
15	;	124.0000	;	32.0000	;	0.860
17	;	134.0000	;	32.0000	;	0.872
