ID	;	x	;	y	;	score
0	;	166.0000	;	30.0000	;	0.743
1	;	180.0000	;	42.0000	;	0.716
2	;	182.0000	;	42.0000	;	0.521
3	;	158.0000	;	46.0000	;	0.155
4	;	156.0000	;	30.0000	;	0.148
5	;	178.0000	;	42.0000	;	0.782
6	;	154.0000	;	44.0000	;	0.783
7	;	154.0000	;	26.0000	;	0.704
8	;	176.0000	;	86.0000	;	0.614
9	;	164.0000	;	118.0000	;	0.819
10	;	162.0000	;	150.0000	;	0.791
11	;	172.0000	;	86.0000	;	0.804
12	;	158.0000	;	118.0000	;	0.803
13	;	160.0000	;	148.0000	;	0.700
15	;	168.0000	;	26.0000	;	0.783
17	;	176.0000	;	28.0000	;	0.875
