ID	;	x	;	y	;	score
0	;	226.0000	;	34.0000	;	0.867
1	;	226.0000	;	52.0000	;	0.721
2	;	224.0000	;	54.0000	;	0.723
3	;	254.0000	;	60.0000	;	0.761
4	;	254.0000	;	38.0000	;	0.618
5	;	226.0000	;	50.0000	;	0.592
6	;	248.0000	;	56.0000	;	0.077
7	;	254.0000	;	38.0000	;	0.229
8	;	238.0000	;	102.0000	;	0.700
9	;	244.0000	;	140.0000	;	0.796
10	;	242.0000	;	170.0000	;	0.345
11	;	242.0000	;	100.0000	;	0.603
12	;	248.0000	;	140.0000	;	0.577
13	;	246.0000	;	168.0000	;	0.287
14	;	220.0000	;	32.0000	;	0.802
15	;	226.0000	;	30.0000	;	0.895
16	;	214.0000	;	38.0000	;	0.812
