ID	;	x	;	y	;	score
0	;	112.0000	;	20.0000	;	0.773
1	;	114.0000	;	40.0000	;	0.749
2	;	108.0000	;	38.0000	;	0.673
3	;	90.0000	;	52.0000	;	0.197
5	;	120.0000	;	42.0000	;	0.749
6	;	88.0000	;	50.0000	;	0.666
7	;	86.0000	;	30.0000	;	0.759
8	;	108.0000	;	80.0000	;	0.583
9	;	100.0000	;	118.0000	;	0.424
10	;	96.0000	;	152.0000	;	0.237
11	;	116.0000	;	84.0000	;	0.776
12	;	100.0000	;	118.0000	;	0.563
13	;	94.0000	;	158.0000	;	0.356
14	;	110.0000	;	18.0000	;	0.791
15	;	116.0000	;	20.0000	;	0.944
17	;	122.0000	;	24.0000	;	0.852
