ID	;	x	;	y	;	score
0	;	176.0000	;	18.0000	;	0.935
1	;	172.0000	;	34.0000	;	0.829
2	;	174.0000	;	34.0000	;	0.688
3	;	198.0000	;	30.0000	;	0.806
4	;	198.0000	;	10.0000	;	0.612
5	;	170.0000	;	36.0000	;	0.599
6	;	182.0000	;	56.0000	;	0.148
7	;	188.0000	;	64.0000	;	0.206
8	;	178.0000	;	82.0000	;	0.723
9	;	188.0000	;	118.0000	;	0.845
10	;	188.0000	;	154.0000	;	0.734
11	;	176.0000	;	82.0000	;	0.583
12	;	188.0000	;	118.0000	;	0.682
13	;	192.0000	;	150.0000	;	0.574
14	;	174.0000	;	18.0000	;	0.878
15	;	178.0000	;	16.0000	;	0.710
16	;	166.0000	;	20.0000	;	0.807
