ID	;	x	;	y	;	score
0	;	92.0000	;	20.0000	;	0.434
1	;	94.0000	;	38.0000	;	0.729
2	;	98.0000	;	38.0000	;	0.709
3	;	76.0000	;	40.0000	;	0.160
4	;	70.0000	;	28.0000	;	0.227
5	;	90.0000	;	36.0000	;	0.906
6	;	62.0000	;	40.0000	;	0.701
7	;	66.0000	;	22.0000	;	0.652
8	;	84.0000	;	84.0000	;	0.641
9	;	72.0000	;	122.0000	;	0.553
10	;	70.0000	;	160.0000	;	0.509
11	;	80.0000	;	84.0000	;	0.767
12	;	70.0000	;	124.0000	;	0.785
13	;	72.0000	;	162.0000	;	0.644
15	;	94.0000	;	18.0000	;	0.439
17	;	98.0000	;	24.0000	;	0.683
