ID	;	x	;	y	;	score
0	;	112.0000	;	22.0000	;	0.793
1	;	122.0000	;	38.0000	;	0.711
2	;	118.0000	;	38.0000	;	0.558
3	;	98.0000	;	46.0000	;	0.283
4	;	90.0000	;	40.0000	;	0.335
5	;	124.0000	;	38.0000	;	0.834
6	;	96.0000	;	44.0000	;	0.769
7	;	88.0000	;	32.0000	;	0.506
8	;	114.0000	;	88.0000	;	0.589
9	;	110.0000	;	128.0000	;	0.605
10	;	106.0000	;	166.0000	;	0.485
11	;	118.0000	;	88.0000	;	0.679
12	;	108.0000	;	128.0000	;	0.818
13	;	106.0000	;	168.0000	;	0.721
14	;	112.0000	;	20.0000	;	0.740
15	;	116.0000	;	20.0000	;	0.965
17	;	124.0000	;	22.0000	;	0.887
