ID	;	x	;	y	;	score
0	;	59400.0000	;	4556.2500	;	0.589
1	;	56700.0000	;	6834.3750	;	0.902
2	;	60300.0000	;	6328.1250	;	0.825
3	;	67500.0000	;	5821.8750	;	0.897
4	;	67950.0000	;	3290.6250	;	0.503
5	;	53550.0000	;	7593.7500	;	0.895
8	;	62100.0000	;	12909.3750	;	0.786
9	;	64350.0000	;	19490.6250	;	0.821
10	;	65700.0000	;	25059.3750	;	0.720
11	;	56700.0000	;	13668.7500	;	0.789
12	;	61200.0000	;	19743.7500	;	0.748
13	;	65700.0000	;	25059.3750	;	0.566
14	;	58500.0000	;	4303.1250	;	0.607
15	;	59400.0000	;	4050.0000	;	0.258
16	;	56700.0000	;	4556.2500	;	0.752
