ID	;	x	;	y	;	score
0	;	116.0000	;	20.0000	;	0.921
1	;	116.0000	;	42.0000	;	0.797
2	;	110.0000	;	38.0000	;	0.585
3	;	92.0000	;	40.0000	;	0.276
4	;	88.0000	;	24.0000	;	0.247
5	;	120.0000	;	44.0000	;	0.735
6	;	86.0000	;	48.0000	;	0.457
7	;	86.0000	;	24.0000	;	0.524
8	;	108.0000	;	84.0000	;	0.483
9	;	102.0000	;	114.0000	;	0.166
10	;	94.0000	;	142.0000	;	0.091
11	;	114.0000	;	86.0000	;	0.582
12	;	102.0000	;	116.0000	;	0.318
13	;	96.0000	;	154.0000	;	0.185
14	;	116.0000	;	18.0000	;	0.789
15	;	120.0000	;	20.0000	;	0.883
17	;	126.0000	;	28.0000	;	0.880
