ID	;	x	;	y	;	score
0	;	224.0000	;	30.0000	;	0.780
1	;	224.0000	;	50.0000	;	0.638
2	;	224.0000	;	52.0000	;	0.725
3	;	252.0000	;	58.0000	;	0.782
4	;	256.0000	;	36.0000	;	0.618
5	;	222.0000	;	48.0000	;	0.467
6	;	246.0000	;	50.0000	;	0.081
8	;	236.0000	;	100.0000	;	0.730
9	;	242.0000	;	138.0000	;	0.726
10	;	242.0000	;	170.0000	;	0.426
11	;	240.0000	;	98.0000	;	0.573
12	;	246.0000	;	138.0000	;	0.577
13	;	244.0000	;	170.0000	;	0.389
14	;	220.0000	;	28.0000	;	0.833
15	;	222.0000	;	26.0000	;	0.269
16	;	214.0000	;	36.0000	;	0.801
