ID	;	x	;	y	;	score
0	;	188.0000	;	34.0000	;	0.890
1	;	186.0000	;	44.0000	;	0.864
2	;	182.0000	;	44.0000	;	0.840
3	;	200.0000	;	46.0000	;	0.768
4	;	206.0000	;	38.0000	;	0.497
5	;	190.0000	;	44.0000	;	0.741
6	;	202.0000	;	46.0000	;	0.354
7	;	206.0000	;	42.0000	;	0.391
8	;	182.0000	;	80.0000	;	0.744
9	;	192.0000	;	108.0000	;	0.876
10	;	196.0000	;	142.0000	;	0.832
11	;	190.0000	;	80.0000	;	0.738
12	;	192.0000	;	108.0000	;	0.763
13	;	194.0000	;	140.0000	;	0.664
14	;	184.0000	;	32.0000	;	0.787
15	;	188.0000	;	30.0000	;	0.826
16	;	180.0000	;	34.0000	;	0.872
17	;	190.0000	;	32.0000	;	0.139
