ID	;	x	;	y	;	score
0	;	174.0000	;	42.0000	;	0.792
1	;	184.0000	;	64.0000	;	0.703
2	;	184.0000	;	62.0000	;	0.512
3	;	168.0000	;	90.0000	;	0.197
4	;	158.0000	;	92.0000	;	0.184
5	;	182.0000	;	64.0000	;	0.706
6	;	152.0000	;	74.0000	;	0.854
7	;	150.0000	;	48.0000	;	0.687
8	;	180.0000	;	122.0000	;	0.535
9	;	172.0000	;	166.0000	;	0.545
10	;	168.0000	;	204.0000	;	0.343
11	;	178.0000	;	122.0000	;	0.748
12	;	170.0000	;	168.0000	;	0.749
13	;	168.0000	;	208.0000	;	0.759
14	;	174.0000	;	40.0000	;	0.808
15	;	180.0000	;	40.0000	;	0.836
17	;	190.0000	;	44.0000	;	0.879
