ID	;	x	;	y	;	score
0	;	110.0000	;	20.0000	;	0.773
1	;	114.0000	;	36.0000	;	0.774
2	;	108.0000	;	34.0000	;	0.560
3	;	84.0000	;	42.0000	;	0.162
5	;	120.0000	;	40.0000	;	0.656
6	;	90.0000	;	48.0000	;	0.376
7	;	86.0000	;	24.0000	;	0.166
8	;	104.0000	;	74.0000	;	0.636
9	;	102.0000	;	108.0000	;	0.381
10	;	98.0000	;	128.0000	;	0.374
11	;	116.0000	;	80.0000	;	0.748
12	;	104.0000	;	110.0000	;	0.669
13	;	98.0000	;	138.0000	;	0.350
14	;	110.0000	;	16.0000	;	0.742
15	;	116.0000	;	18.0000	;	0.868
17	;	122.0000	;	22.0000	;	0.790
