ID	;	x	;	y	;	score
0	;	180.0000	;	20.0000	;	0.957
1	;	170.0000	;	36.0000	;	0.831
2	;	174.0000	;	34.0000	;	0.704
3	;	198.0000	;	30.0000	;	0.715
4	;	198.0000	;	14.0000	;	0.486
5	;	166.0000	;	38.0000	;	0.614
6	;	192.0000	;	34.0000	;	0.139
7	;	194.0000	;	26.0000	;	0.171
8	;	178.0000	;	84.0000	;	0.727
9	;	188.0000	;	118.0000	;	0.823
10	;	188.0000	;	156.0000	;	0.736
11	;	174.0000	;	84.0000	;	0.635
12	;	186.0000	;	118.0000	;	0.653
13	;	190.0000	;	152.0000	;	0.536
14	;	176.0000	;	18.0000	;	0.882
15	;	180.0000	;	18.0000	;	0.453
16	;	170.0000	;	22.0000	;	0.846
