ID	;	x	;	y	;	score
0	;	142.0000	;	8.0000	;	0.743
1	;	146.0000	;	18.0000	;	0.704
2	;	140.0000	;	18.0000	;	0.595
3	;	124.0000	;	24.0000	;	0.180
4	;	124.0000	;	12.0000	;	0.120
5	;	152.0000	;	20.0000	;	0.792
6	;	122.0000	;	26.0000	;	0.884
7	;	122.0000	;	8.0000	;	0.688
8	;	140.0000	;	72.0000	;	0.591
9	;	136.0000	;	114.0000	;	0.462
10	;	144.0000	;	156.0000	;	0.371
11	;	146.0000	;	74.0000	;	0.673
12	;	130.0000	;	114.0000	;	0.723
13	;	132.0000	;	154.0000	;	0.662
14	;	140.0000	;	6.0000	;	0.831
15	;	146.0000	;	6.0000	;	0.929
17	;	154.0000	;	8.0000	;	0.738
