ID	;	x	;	y	;	score
0	;	39600.0000	;	6581.2500	;	0.625
1	;	42750.0000	;	9365.6250	;	0.842
2	;	45000.0000	;	9871.8750	;	0.733
3	;	45000.0000	;	14428.1250	;	0.124
5	;	40950.0000	;	8859.3750	;	0.786
6	;	33300.0000	;	8100.0000	;	0.657
7	;	33300.0000	;	5315.6250	;	0.490
8	;	43650.0000	;	16959.3750	;	0.513
11	;	40950.0000	;	16959.3750	;	0.762
12	;	37800.0000	;	23287.5000	;	0.760
13	;	37800.0000	;	29868.7500	;	0.528
14	;	39600.0000	;	6328.1250	;	0.149
15	;	40050.0000	;	6328.1250	;	0.707
17	;	41850.0000	;	6581.2500	;	0.802
