ID	;	x	;	y	;	score
0	;	164.0000	;	34.0000	;	0.804
1	;	178.0000	;	40.0000	;	0.592
2	;	176.0000	;	40.0000	;	0.406
3	;	154.0000	;	44.0000	;	0.268
4	;	152.0000	;	28.0000	;	0.140
5	;	180.0000	;	38.0000	;	0.703
6	;	154.0000	;	44.0000	;	0.768
7	;	152.0000	;	26.0000	;	0.714
8	;	170.0000	;	80.0000	;	0.637
9	;	162.0000	;	114.0000	;	0.687
10	;	162.0000	;	148.0000	;	0.673
11	;	176.0000	;	82.0000	;	0.677
12	;	160.0000	;	114.0000	;	0.744
13	;	160.0000	;	148.0000	;	0.725
15	;	166.0000	;	30.0000	;	0.826
17	;	174.0000	;	26.0000	;	0.926
