ID	;	x	;	y	;	score
0	;	122.0000	;	44.0000	;	0.890
1	;	110.0000	;	60.0000	;	0.773
2	;	108.0000	;	54.0000	;	0.541
3	;	94.0000	;	44.0000	;	0.162
4	;	86.0000	;	30.0000	;	0.144
5	;	114.0000	;	64.0000	;	0.801
6	;	88.0000	;	64.0000	;	0.813
7	;	84.0000	;	38.0000	;	0.646
8	;	90.0000	;	104.0000	;	0.576
9	;	90.0000	;	146.0000	;	0.505
11	;	96.0000	;	106.0000	;	0.641
12	;	92.0000	;	146.0000	;	0.736
13	;	104.0000	;	172.0000	;	0.379
14	;	122.0000	;	42.0000	;	0.715
15	;	126.0000	;	46.0000	;	0.881
17	;	128.0000	;	54.0000	;	0.806
