ID	;	x	;	y	;	score
0	;	170.0000	;	36.0000	;	0.986
1	;	166.0000	;	50.0000	;	0.758
2	;	164.0000	;	50.0000	;	0.814
3	;	188.0000	;	44.0000	;	0.880
4	;	190.0000	;	22.0000	;	0.601
5	;	168.0000	;	50.0000	;	0.667
6	;	184.0000	;	44.0000	;	0.158
7	;	186.0000	;	30.0000	;	0.104
8	;	162.0000	;	92.0000	;	0.778
9	;	174.0000	;	124.0000	;	0.748
10	;	180.0000	;	158.0000	;	0.808
11	;	164.0000	;	90.0000	;	0.622
12	;	172.0000	;	122.0000	;	0.557
13	;	178.0000	;	156.0000	;	0.440
14	;	166.0000	;	34.0000	;	0.925
15	;	170.0000	;	34.0000	;	0.911
16	;	160.0000	;	38.0000	;	0.820
