ID	;	x	;	y	;	score
0	;	114.0000	;	20.0000	;	0.881
1	;	116.0000	;	40.0000	;	0.716
2	;	112.0000	;	38.0000	;	0.517
3	;	92.0000	;	44.0000	;	0.220
4	;	86.0000	;	26.0000	;	0.183
5	;	116.0000	;	44.0000	;	0.802
6	;	88.0000	;	48.0000	;	0.683
7	;	86.0000	;	26.0000	;	0.657
8	;	108.0000	;	82.0000	;	0.510
9	;	102.0000	;	116.0000	;	0.288
10	;	98.0000	;	142.0000	;	0.122
11	;	112.0000	;	86.0000	;	0.652
12	;	102.0000	;	118.0000	;	0.473
13	;	96.0000	;	154.0000	;	0.192
14	;	114.0000	;	18.0000	;	0.810
15	;	118.0000	;	20.0000	;	0.872
17	;	124.0000	;	26.0000	;	0.928
