ID	;	x	;	y	;	score
0	;	150.0000	;	8.0000	;	0.735
1	;	150.0000	;	22.0000	;	0.669
2	;	146.0000	;	18.0000	;	0.561
3	;	124.0000	;	24.0000	;	0.168
4	;	124.0000	;	10.0000	;	0.353
5	;	154.0000	;	24.0000	;	0.762
6	;	124.0000	;	30.0000	;	0.858
7	;	122.0000	;	10.0000	;	0.706
8	;	142.0000	;	74.0000	;	0.601
9	;	134.0000	;	118.0000	;	0.471
10	;	142.0000	;	156.0000	;	0.229
11	;	148.0000	;	76.0000	;	0.741
12	;	130.0000	;	118.0000	;	0.808
13	;	130.0000	;	154.0000	;	0.574
14	;	150.0000	;	6.0000	;	0.861
15	;	156.0000	;	8.0000	;	0.759
16	;	144.0000	;	6.0000	;	0.243
17	;	162.0000	;	12.0000	;	0.835
