ID	;	x	;	y	;	score
0	;	172.0000	;	44.0000	;	0.908
1	;	186.0000	;	66.0000	;	0.777
2	;	188.0000	;	64.0000	;	0.543
3	;	156.0000	;	76.0000	;	0.185
4	;	156.0000	;	52.0000	;	0.212
5	;	186.0000	;	68.0000	;	0.829
6	;	152.0000	;	74.0000	;	0.860
7	;	156.0000	;	50.0000	;	0.752
8	;	174.0000	;	126.0000	;	0.472
9	;	168.0000	;	170.0000	;	0.389
10	;	166.0000	;	204.0000	;	0.116
11	;	172.0000	;	126.0000	;	0.667
12	;	166.0000	;	172.0000	;	0.732
13	;	168.0000	;	214.0000	;	0.712
15	;	174.0000	;	40.0000	;	0.822
17	;	184.0000	;	46.0000	;	0.844
