ID	;	x	;	y	;	score
0	;	174.0000	;	40.0000	;	0.719
1	;	168.0000	;	52.0000	;	0.764
2	;	164.0000	;	52.0000	;	0.808
3	;	190.0000	;	42.0000	;	0.756
4	;	190.0000	;	20.0000	;	0.666
5	;	170.0000	;	52.0000	;	0.723
6	;	188.0000	;	42.0000	;	0.347
7	;	186.0000	;	32.0000	;	0.158
8	;	160.0000	;	94.0000	;	0.755
9	;	176.0000	;	126.0000	;	0.721
10	;	180.0000	;	162.0000	;	0.674
11	;	166.0000	;	94.0000	;	0.606
12	;	174.0000	;	126.0000	;	0.565
13	;	180.0000	;	160.0000	;	0.552
14	;	172.0000	;	38.0000	;	0.952
15	;	176.0000	;	38.0000	;	0.695
16	;	166.0000	;	40.0000	;	0.781
