ID	;	x	;	y	;	score
0	;	176.0000	;	12.0000	;	0.850
1	;	184.0000	;	32.0000	;	0.622
2	;	182.0000	;	30.0000	;	0.520
3	;	158.0000	;	32.0000	;	0.110
4	;	152.0000	;	12.0000	;	0.113
5	;	186.0000	;	32.0000	;	0.740
6	;	156.0000	;	32.0000	;	0.576
7	;	150.0000	;	10.0000	;	0.346
8	;	178.0000	;	86.0000	;	0.607
9	;	166.0000	;	124.0000	;	0.591
10	;	164.0000	;	164.0000	;	0.362
11	;	186.0000	;	86.0000	;	0.768
12	;	172.0000	;	126.0000	;	0.809
13	;	170.0000	;	166.0000	;	0.787
14	;	178.0000	;	10.0000	;	0.243
15	;	182.0000	;	10.0000	;	0.900
17	;	190.0000	;	16.0000	;	0.725
