ID	;	x	;	y	;	score
0	;	84.0000	;	26.0000	;	0.901
1	;	96.0000	;	50.0000	;	0.739
2	;	92.0000	;	48.0000	;	0.557
3	;	78.0000	;	78.0000	;	0.295
4	;	72.0000	;	102.0000	;	0.336
5	;	102.0000	;	50.0000	;	0.829
6	;	64.0000	;	54.0000	;	0.765
7	;	66.0000	;	30.0000	;	0.649
8	;	86.0000	;	106.0000	;	0.717
9	;	82.0000	;	152.0000	;	0.643
10	;	78.0000	;	194.0000	;	0.437
11	;	98.0000	;	108.0000	;	0.739
12	;	80.0000	;	152.0000	;	0.780
13	;	76.0000	;	198.0000	;	0.777
15	;	88.0000	;	24.0000	;	0.813
17	;	100.0000	;	28.0000	;	0.957
