ID	;	x	;	y	;	score
0	;	174.0000	;	12.0000	;	0.848
1	;	182.0000	;	30.0000	;	0.732
2	;	178.0000	;	28.0000	;	0.677
3	;	156.0000	;	36.0000	;	0.221
4	;	154.0000	;	18.0000	;	0.127
5	;	186.0000	;	32.0000	;	0.729
6	;	160.0000	;	38.0000	;	0.402
7	;	154.0000	;	18.0000	;	0.229
8	;	174.0000	;	80.0000	;	0.574
9	;	166.0000	;	118.0000	;	0.548
10	;	166.0000	;	160.0000	;	0.416
11	;	182.0000	;	80.0000	;	0.663
12	;	168.0000	;	118.0000	;	0.755
13	;	170.0000	;	162.0000	;	0.723
14	;	174.0000	;	8.0000	;	0.191
15	;	178.0000	;	8.0000	;	0.796
17	;	186.0000	;	12.0000	;	0.916
